"price";"product_url";"designation";"category";"image_url";"description";"merchant_id";"in_stock";"Stock_detail";"product_type";"condition"
"39.97";"http://www.bulksupplements.com/coenzyme-q10-coq10-50g-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_318.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-50";"Y";"255";"1";"0"
"54.03";"http://www.bulksupplements.com/coenzyme-q10-coq10-100g-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_319.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-100";"Y";"157";"1";"0"
"103.78";"http://www.bulksupplements.com/coenzyme-q10-coq10-250g-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_320.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-250";"Y";"48";"1";"0"
"182.73";"http://www.bulksupplements.com/coenzyme-q10-coq10-500g-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_321.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-500";"Y";"12";"1";"0"
"334.14";"http://www.bulksupplements.com/coenzyme-q10-coq10-1kg-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_322.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-1KG";"Y";"15";"1";"0"
"1522.71";"http://www.bulksupplements.com/coenzyme-q10-coq10-5kg-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_323.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-5KG";"N";"0";"1";"0"
"6652.26";"http://www.bulksupplements.com/coenzyme-q10-coq10-25kg-pure-powder.html";"Coenzyme Q10 (COQ10) | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_324.jpg";"<p style=\"text-align: justify;\">Coenzyme Q10 is a substance known as a quinone, which is essential in providing energy to the body at a cellular level. It was first found in 1957, and nicknamed ubiquinone by the researchers that discovered it due to the fact that it was found in every cell in the body, and the word 'ubi' means everywhere. Even though mitochondria are the actual cellular bodies responsible for producing energy, quinones are the water insoluble substances responsible for stimulating the mitochondria into working in the first place.</p>";"COQ10-C-25KG";"N";"0";"1";"0"
"18.34";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-25g-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_375.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-25";"Y";"218";"1";"0"
"25.91";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-50g-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_376.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-50";"Y";"241";"1";"0"
"31.32";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-100g-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_377.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-100";"Y";"46";"1";"0"
"55.11";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-250g-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_378.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-250";"Y";"41";"1";"0"
"98.37";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-500g-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_379.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-500";"Y";"85";"1";"0"
"168.67";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-1kg-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_380.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-1KG";"Y";"10";"1";"0"
"758.09";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-5kg-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_381.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-5KG";"Y";"4995";"1";"0"
"3253.11";"http://www.bulksupplements.com/curcumin-95-natural-turmeric-extract-25kg-pure-powder.html";"Curcumin 95% Natural Turmeric Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_382.jpg";"<p style=\"text-align: justify;\">Turmeric, while not typically associated with the spice that is derived from it, has actually been used popularly as a healing agent and as a condiment of sorts for many years.</p><p style=\"text-align: justify;\">Turmeric is usually found in Asian countries particularly in the southeast, as well as parts of India. It is part of the family that also contains cardamom and ginger root. The chief active ingredient in Turmeric is known as Curcumin which is itself, simply a mixture of various Phytonutrients which are referred to individually as Curcuminoids. These are what give Turmeric powder its distinct deep yellow coloring. Three of the most important Curcuminoids are found in Turmeric and provide strong antioxidant power, perfect for helping to neutralize free radicals, molecules which roam around the body harming healthy cells.</p>";"CURC-25KG";"Y";"10";"1";"0"
"12.93";"http://www.bulksupplements.com/garlic-extract-100g-pure-powder.html";"Garlic Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_223.jpg";"<p style=\"text-align: justify;\">Garlic as we know it has been in use for around five thousand years in various forms. It has been used for cooking, for food flavoring, for treatments of diseases, for condiments, etc. The uses for Garlic span almost as long as the list of alternative names for Garlic which include such gems as Lucifer’s tulip, and stinking rose.</p>";"GAR-100";"Y";"171";"1";"0"
"16.18";"http://www.bulksupplements.com/garlic-extract-250g-pure-powder.html";"Garlic Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_224.jpg";"<p style=\"text-align: justify;\">Garlic as we know it has been in use for around five thousand years in various forms. It has been used for cooking, for food flavoring, for treatments of diseases, for condiments, etc. The uses for Garlic span almost as long as the list of alternative names for Garlic which include such gems as Lucifer’s tulip, and stinking rose.</p>";"GAR-250";"Y";"150";"1";"0"
"24.83";"http://www.bulksupplements.com/garlic-extract-500g-pure-powder.html";"Garlic Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_225.jpg";"<p style=\"text-align: justify;\">Garlic as we know it has been in use for around five thousand years in various forms. It has been used for cooking, for food flavoring, for treatments of diseases, for condiments, etc. The uses for Garlic span almost as long as the list of alternative names for Garlic which include such gems as Lucifer’s tulip, and stinking rose.</p>";"GAR-500";"Y";"82";"1";"0"
"37.81";"http://www.bulksupplements.com/garlic-extract-1kg-pure-powder.html";"Garlic Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_226.jpg";"<p style=\"text-align: justify;\">Garlic as we know it has been in use for around five thousand years in various forms. It has been used for cooking, for food flavoring, for treatments of diseases, for condiments, etc. The uses for Garlic span almost as long as the list of alternative names for Garlic which include such gems as Lucifer’s tulip, and stinking rose.</p>";"GAR-1KG";"Y";"38";"1";"0"
"161.10";"http://www.bulksupplements.com/garlic-extract-5kg-pure-powder.html";"Garlic Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_227.jpg";"<p style=\"text-align: justify;\">Garlic as we know it has been in use for around five thousand years in various forms. It has been used for cooking, for food flavoring, for treatments of diseases, for condiments, etc. The uses for Garlic span almost as long as the list of alternative names for Garlic which include such gems as Lucifer’s tulip, and stinking rose.</p>";"GAR-5KG";"N";"0";"1";"0"
"470.41";"http://www.bulksupplements.com/garlic-extract-25kg-pure-powder.html";"Garlic Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_228.jpg";"<p style=\"text-align: justify;\">Garlic as we know it has been in use for around five thousand years in various forms. It has been used for cooking, for food flavoring, for treatments of diseases, for condiments, etc. The uses for Garlic span almost as long as the list of alternative names for Garlic which include such gems as Lucifer’s tulip, and stinking rose.</p>";"GAR-25KG";"Y";"1";"1";"0"
"15.10";"http://www.bulksupplements.com/grape-seed-extract-100g-pure-powder.html";"Grape Seed Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_293.jpg";"<p style=\"text-align: justify;\">Grape Seed Extract is beneficial for humans in that it contains Antioxidants, Procyanidins, and Polyphenols which all serve to protect healthy cells from being damaged by rogue molecules called free radicals.</p><p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L. This is a type of grape plant that is usually used to make wine. Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant, which is where this extract is derived from. It also has Flavonoids, which have Antioxidant properties as well, and Phytochemicals which are known to have effectiveness to rival the standard Vitamins C, and E.</p>";"GS-100";"Y";"107";"1";"0"
"21.59";"http://www.bulksupplements.com/grape-seed-extract-250g-pure-powder.html";"Grape Seed Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_294.jpg";"<p style=\"text-align: justify;\">Grape Seed Extract is beneficial for humans in that it contains Antioxidants, Procyanidins, and Polyphenols which all serve to protect healthy cells from being damaged by rogue molecules called free radicals.</p><p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L. This is a type of grape plant that is usually used to make wine. Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant, which is where this extract is derived from. It also has Flavonoids, which have Antioxidant properties as well, and Phytochemicals which are known to have effectiveness to rival the standard Vitamins C, and E.</p>";"GS-250";"Y";"21";"1";"0"
"34.56";"http://www.bulksupplements.com/grape-seed-extract-500g-pure-powder.html";"Grape Seed Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_295.jpg";"<p style=\"text-align: justify;\">Grape Seed Extract is beneficial for humans in that it contains Antioxidants, Procyanidins, and Polyphenols which all serve to protect healthy cells from being damaged by rogue molecules called free radicals.</p><p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L. This is a type of grape plant that is usually used to make wine. Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant, which is where this extract is derived from. It also has Flavonoids, which have Antioxidant properties as well, and Phytochemicals which are known to have effectiveness to rival the standard Vitamins C, and E.</p>";"GS-500";"N";"0";"1";"0"
"56.19";"http://www.bulksupplements.com/grape-seed-extract-1kg-pure-powder.html";"Grape Seed Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_296.jpg";"<p style=\"text-align: justify;\">Grape Seed Extract is beneficial for humans in that it contains Antioxidants, Procyanidins, and Polyphenols which all serve to protect healthy cells from being damaged by rogue molecules called free radicals.</p><p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L. This is a type of grape plant that is usually used to make wine. Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant, which is where this extract is derived from. It also has Flavonoids, which have Antioxidant properties as well, and Phytochemicals which are known to have effectiveness to rival the standard Vitamins C, and E.</p>";"GS-1KG";"N";"0";"1";"0"
"242.21";"http://www.bulksupplements.com/grape-seed-extract-5kg-pure-powder.html";"Grape Seed Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_297.jpg";"<p style=\"text-align: justify;\">Grape Seed Extract is beneficial for humans in that it contains Antioxidants, Procyanidins, and Polyphenols which all serve to protect healthy cells from being damaged by rogue molecules called free radicals.</p><p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L. This is a type of grape plant that is usually used to make wine. Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant, which is where this extract is derived from. It also has Flavonoids, which have Antioxidant properties as well, and Phytochemicals which are known to have effectiveness to rival the standard Vitamins C, and E.</p>";"GS-5KG";"Y";"4985";"1";"0"
"734.30";"http://www.bulksupplements.com/grape-seed-extract-25kg-pure-powder.html";"Grape Seed Extract | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_298.jpg";"<p style=\"text-align: justify;\">Grape Seed Extract is beneficial for humans in that it contains Antioxidants, Procyanidins, and Polyphenols which all serve to protect healthy cells from being damaged by rogue molecules called free radicals.</p><p style=\"text-align: justify;\">This particular extract is taken from the seeds of the Vitis Vinifera, L. This is a type of grape plant that is usually used to make wine. Polyphenols are particularly strong antioxidants and can be found in high concentrations within the seed of this plant, which is where this extract is derived from. It also has Flavonoids, which have Antioxidant properties as well, and Phytochemicals which are known to have effectiveness to rival the standard Vitamins C, and E.</p>";"GS-25KG";"Y";"39";"1";"0"
"15.10";"http://www.bulksupplements.com/green-tea-pure-extract-100g-pure-powder.html";"Green Tea Pure Extract 50% Caffeine | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_292.jpg";"<p style=\"text-align: justify;\">Green Tea Extract 50% Caffeine (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent caffeine. This allows it to deliver the benefits of both green tea and caffeine in one convenient supplement.</p>";"GTPE-100";"Y";"43";"1";"0"
"21.59";"http://www.bulksupplements.com/green-tea-pure-extract-250g-pure-powder.html";"Green Tea Pure Extract 50% Caffeine | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_293.jpg";"<p style=\"text-align: justify;\">Green Tea Extract 50% Caffeine (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent caffeine. This allows it to deliver the benefits of both green tea and caffeine in one convenient supplement.</p>";"GTPE-250";"N";"0";"1";"0"
"35.65";"http://www.bulksupplements.com/green-tea-pure-extract-500g-pure-powder.html";"Green Tea Pure Extract 50% Caffeine | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_294.jpg";"<p style=\"text-align: justify;\">Green Tea Extract 50% Caffeine (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent caffeine. This allows it to deliver the benefits of both green tea and caffeine in one convenient supplement.</p>";"GTPE-500";"Y";"20";"1";"0"
"58.36";"http://www.bulksupplements.com/green-tea-pure-extract-1kg-pure-powder.html";"Green Tea Pure Extract 50% Caffeine | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_295.jpg";"<p style=\"text-align: justify;\">Green Tea Extract 50% Caffeine (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent caffeine. This allows it to deliver the benefits of both green tea and caffeine in one convenient supplement.</p>";"GTPE-1KG";"N";"0";"1";"0"
"250.86";"http://www.bulksupplements.com/green-tea-pure-extract-5kg-pure-powder.html";"Green Tea Pure Extract 50% Caffeine | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_296.jpg";"<p style=\"text-align: justify;\">Green Tea Extract 50% Caffeine (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent caffeine. This allows it to deliver the benefits of both green tea and caffeine in one convenient supplement.</p>";"GTPE-5KG";"N";"0";"1";"0"
"765.66";"http://www.bulksupplements.com/green-tea-pure-extract-25kg-pure-powder.html";"Green Tea Pure Extract 50% Caffeine | Pure Powder or Capsules | PureDepot.com";"";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_297.jpg";"<p style=\"text-align: justify;\">Green Tea Extract 50% Caffeine (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent caffeine. This allows it to deliver the benefits of both green tea and caffeine in one convenient supplement.</p>";"GTPE-25KG";"N";"0";"1";"0"
"17.26";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg-100g-pure-powder.html";"Green Tea Pure Extract 50% EGCG | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_315.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent EGCG; which are antioxidants that are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals.</p>";"GTEGCG-100";"Y";"171";"1";"0"
"28.08";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg-250g-pure-powder.html";"Green Tea Pure Extract 50% EGCG | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_316.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent EGCG; which are antioxidants that are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals.</p>";"GTEGCG-250";"Y";"102";"1";"0"
"47.54";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg-500g-pure-powder.html";"Green Tea Pure Extract 50% EGCG | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_317.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent EGCG; which are antioxidants that are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals.</p>";"GTEGCG-500";"Y";"35";"1";"0"
"82.15";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg-1kg-pure-powder.html";"Green Tea Pure Extract 50% EGCG | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_318.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent EGCG; which are antioxidants that are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals.</p>";"GTEGCG-1KG";"Y";"41";"1";"0"
"355.77";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg-5kg-pure-powder.html";"Green Tea Pure Extract 50% EGCG | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_319.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent EGCG; which are antioxidants that are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals.</p>";"GTEGCG-5KG";"Y";"4999";"1";"0"
"1107.41";"http://www.bulksupplements.com/green-tea-pure-extract-50-egcg-25kg-pure-powder.html";"Green Tea Pure Extract 50% EGCG | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_320.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% EGCG (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent EGCG; which are antioxidants that are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals.</p>";"GTEGCG-25KG";"N";"0";"1";"0"
"15.10";"http://www.bulksupplements.com/green-tea-50-polyphenols-250g-pure-powder.html";"Green Tea 50% Polyphenols | Pure Powder or Capsules | PureDepot.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_4_56.jpg";"<p style=\"text-align: justify;\">Green Tea P.E. 50% Polyphenols (scientific name, Camellia Sinensis) is a green tea derivative which has been assayed to contain at least fifty percent Polyphenols. Polyphenols are antioxidants which are useful in their ability to protect healthy cells from being harmed by molecules known as free radicals. It also has the capacity to assist the immune system in its various functions.</p>";"GTP-250";"Y";"214";"1";"0"
