"View Content","View Content"
"View Info","View Info"
"View Information","View Information"
"View Message","View Message"
"View Store","View Store"
"View User Guides","View User Guides"
"View your <a href=""%s""><b>overview page</b></a> to see installed extensions!","View your <a href=""%s""><b>overview page</b></a> to see installed extensions!"
"Viewing system information is disabled in the demo","Viewing system information is disabled in the demo"
"Visit Url","Visit Url"
Warning,Warning
"Writeable Notice Status","Writeable Notice Status"
XML,XML
Yes,Yes
"You can view what classes are being rewritten by the system. This is useful when debugging extension conflicts.","You can view what classes are being rewritten by the system. This is useful when debugging extension conflicts."
"You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>","You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>"
